    1.00    .081987   -.287225  -2.033206  -2.032697   1.418202
    1.00   -.928530  -2.196663   3.377093    .525700   1.540415
    1.00   -.884323  -7.290047   -.425843  -1.776992  -2.493705
    1.00    .901712   -.411791  -2.056783   1.971860  -5.170934
    1.00  -2.199115   -.326509  -2.277330  -1.955370   -.591493
    1.00    .000974   3.046932    .469873   -.927001   -.266280
    1.00  -1.448368   -.911395   1.312358   1.142734   2.387918
    1.00   3.147328   -.645014  -1.755353   2.741823  -2.086268
    1.00  -1.142959   1.521962   5.538193   1.622498  -1.121321
    1.00   -.583556    .807887    .247042   2.157489   2.560799
    1.00    .988131  -3.033044  -2.415225   2.031913  -1.991634
    1.00   -.314220  -2.782002  -1.164223  -2.726351   -.989927
    1.00    .718853  -1.873886   2.292519   1.738396  -1.598644
    1.00  -3.070370  -1.316370  -4.505105  -3.938562  -3.709361
    1.00  -3.113187  -5.079270   -.883954  -3.648518  -2.726275
    1.00  -1.966250  -2.872406  -3.580943   -.786883   -.811997
    1.00    .097663   6.253131   2.425035  -1.458226   -.139508
    1.00   1.089721  -3.645231   1.171916    .256497    .564033
    1.00  -2.151674    .114599   2.910457    .795867   1.790017
    1.00   1.202277   4.550949   2.031585   1.239666  -2.026269
    1.00   2.651947  -3.387908   1.446050   2.927707   1.463355
    1.00   3.166091   -.928854   2.372606  -2.645896    .897037
    1.00  -1.670764  -3.075777   -.227925  -7.043145  -1.132154
    1.00  -2.968997  -2.040373   -.688154  -2.878942   -.678646
    1.00   -.374402  -2.314992   2.686056  -4.323697   -.664739
    1.00  -3.023951  -1.655949   1.662797  -1.710075   3.570478
    1.00   1.499177   4.703083   1.807831   2.870199  -3.491988
    1.00    .851943   2.282492   3.312358  -2.560573   -.482997
    1.00  -2.513110  -3.022285  -3.287782   -.451742   -.245688
    1.00   1.762779   -.106958  -2.093629   3.404222   -.731709
    1.00   1.342797  -4.124517   2.380094  -4.169090  -3.675145
    1.00  -3.155143  -1.428545   -.038670  -4.223696  -3.403053
    1.00  -2.832592  -5.577117   -.999459  -1.551155  -6.794678
    1.00   3.813659   4.528483   2.570160   -.929173   3.038243
    1.00  -4.391300    .571495   -.506834  -3.141680  -2.586490
    1.00   3.679540   2.609852  -2.843438    .218789    .866143
    1.00  -2.763005   -.255928  -4.844464   -.669044  -3.226926
    1.00  -1.085564   -.823362   1.726159   4.791765    .873164
    1.00    .130872   -.338813    .464984    .582936   1.231469
    1.00  -2.154064  -3.893688   2.820530   -.822872  -2.492844
    1.00    .554734   -.641632  -2.328202   1.901913   2.191672
    1.00    .410830   1.804060   -.484176   3.133125   3.670613
    1.00  -2.599053   -.252984   2.052814  -2.588642   1.322109
    1.00  -3.195277  -3.705419   1.333258   1.432793   -.779335
    1.00   2.751480   1.820790    .137263   1.426926   3.116683
    1.00   3.055530  -2.549032   -.634769  -1.835561  -3.700099
    1.00   2.019598   3.429019  -1.149454    .181176  -1.061554
    1.00   3.169743   1.987460  -2.108911    .247373   2.019422
    1.00    .689341   1.014298  -1.890009   -.425527  -2.281737
    1.00   2.787638   2.913243    .612212   1.517246   2.088201
    1.00   -.172369   -.579355   -.744354   -.094218  -1.887651
    1.00   1.243135  -4.682536  -4.768410    .583851  -3.180214
    1.00  -1.463312   -.624718   1.193945  -4.097508  -2.383263
    1.00    .020553   2.861258   1.079681   2.390639  -1.278777
    1.00   2.982328   2.918775  -1.803346   -.401526  -4.928561
    1.00  -1.016998   2.433683    .446109  -1.681571   -.875456
    1.00   3.279916    .813544  -2.156948   -.987513   -.120436
    1.00   -.455382   3.397545    .689591   2.467435   -.679900
    1.00    .098534   -.144874  -2.712254   2.877436  -3.080496
    1.00   -.315965   1.865886   -.700657  -7.112476   -.763053
    1.00  -1.624274   -.590519   2.594788    .198521   2.547225
    1.00   3.997937   2.451574   5.429270   4.868197   1.015946
    1.00  -1.582643   -.400054  -1.124963   2.391620  -1.315345
    1.00   1.120324   4.835743   1.437010   3.490746  -1.966777
    1.00   1.429888  -3.840801   1.993119  -1.445162    .011786
    1.00  -4.695970  -2.070480   2.387893   2.322035    .227370
    1.00  -2.353242  -3.484603   5.095120   5.069730   -.107466
    1.00  -3.569607  -2.326449    .138628  -1.061345    .207092
    1.00  -1.230746  -3.636906   -.202331   1.974055   1.789091
    1.00  -3.657509   -.425935  -1.261529    .237776   4.556082
    1.00   4.304714   3.477278    .408396   5.095075    .138364
    1.00   2.667194  -7.818531   -.653122   2.375397   1.557868
    1.00   -.369534    .159944   2.469658   2.450018  -1.659990
    1.00  -3.118530  -2.604881  -4.864687   2.464050   -.736235
    1.00   2.231332    .797198   2.146413   2.802952  -3.856545
    1.00   2.569776   1.621046   7.048764   6.972978   -.109424
    1.00   2.481847   3.556375   3.412306   4.061086  -2.870411
    1.00    .835132   4.272763   5.451718   7.122768   5.509224
    1.00  -2.310441    .221454  -1.113462   1.458954  -1.435455
    1.00   -.007344   1.220347   1.095780   2.046081   3.544418
    1.00   2.022547   2.779557   3.375133   2.477901   5.104533
    1.00   -.166639    .830423   2.099018   2.755524  -4.790034
    1.00    .451334  -3.576894   3.479464   3.046320   2.311982
    1.00  -4.459585  -3.057292   -.086725   -.775512  -1.435040
    1.00   -.497754  -2.791026   3.638253  -1.019912    .308770
    1.00  -1.907909    .347738    .273852    .311830  -1.093813
    1.00   -.440946  -3.166931    .153846  -3.450925  -1.009085
    1.00  -1.730135   -.418876    .254958  -2.899425   -.532118
    1.00  -1.095600  -2.923234   -.845806  -5.945603  -2.188013
    1.00   3.294852   1.140270   1.060152  -2.462868   2.571838
    1.00   2.165403  -1.838816   -.443582  -3.281093   1.618748
    1.00   3.823476   1.055131   2.542537   2.337723    .020801
    1.00   1.841604    .388080   1.065051   2.529162   -.028497
    1.00   5.027401   1.596207  -1.305766   2.480551    .447533
    1.00  -2.261767    .799964  -1.997458   1.039421   2.264334
    1.00   -.651834   -.379508  -2.260518  -2.414470  -1.253482
    1.00   -.845828    .341547    .154991  -1.444577   1.921646
    1.00  -3.272776  -2.197021   -.849397  -1.587984   4.146551
    1.00   1.837042  -2.010546  -1.629238   2.562452   1.688819
    1.00   4.156172  -3.469865  -1.162679   2.148147   1.008756
    1.00   2.634824   2.956221   1.537720    .231495   1.567075
    1.00   5.419666   8.420181   6.227698   2.141910    .990348
    1.00   1.805491   2.334713   1.618486   1.091183    .767848
    1.00    .635777    .788085   1.990381    .746664   1.422372
    1.00   2.222768    .262222   -.063288  -1.494575  -3.418601
    1.00   -.276656  -2.238256  -1.634779  -6.330950  -8.861456
    1.00   5.236168   3.317034   2.984914   1.577571   1.172024
    1.00    .994409   -.959660   -.332084  -6.100137  -4.776429
    1.00   -.247634   2.974752  -1.365958  -4.486075  -3.971875
    1.00   3.252568    .063569   2.808941  -3.148035  -4.300832
    1.00  -1.166746    .973079   -.987495  -3.812691   -.116321
    1.00   2.092718   5.528541   3.465661   -.436956  -3.722005
    1.00   2.217738   4.210275   2.524201   3.680112   3.095294
    1.00   2.289851   5.368896   -.878592   1.834612   -.901255
    1.00   -.067037  -2.423518  -1.369504  -1.988976  -4.494410
    1.00   1.476697   -.043746   1.773864   2.026408  -4.270184
    1.00  -1.099190   -.901752  -1.377070  -5.563315  -1.062908
    1.00   5.296769    .543245    .133166   1.750873    .382763
    1.00   3.760829   5.598294   1.692647   3.112478   4.196599
    1.00    .087619   4.244390   4.252907  -1.609110   -.422484
    1.00  -1.419464   -.473954   -.328854    .237343   3.671863
    1.00   2.395412  -1.126905   5.237912   2.596337   2.871171
    1.00  -1.273237  -3.498518   1.930401   -.850580   -.104848
    1.00    .330088   -.573000  -2.440114    .709451   3.934801
    1.00    .405647    .574352   2.056321   1.042747   6.515154
    1.00   -.377235   -.482903    .548468   2.404501  -2.835977
    1.00    .133705  -3.802202   2.227203  -2.696999  -3.952522
    1.00  -6.108137    .760499   2.972589  -5.644108  -6.800045
    1.00   -.468241  -3.704857   -.448533  -2.866251  -7.097869
    1.00  -4.015092   -.854874   1.749177  -1.160137    .798637
    1.00   2.334271  -1.258762  -1.640601   -.448599   4.750796
    1.00  -1.112303   -.632895  -3.196575  -1.491153   5.888538
    1.00   3.831998  -5.028132  -2.973218    .459374   -.256117
    1.00    .724285  -3.471213  -4.698143  -2.620760  -3.453503
    1.00    .141804  -1.070205   -.735398  -3.356367  -1.567974
    1.00    .932039    .679799   5.344895    .474719   1.584814
    1.00   -.725382   1.886362   1.276629  -3.564243   -.717952
    1.00    .658666   -.101906   5.263331   2.615259   -.127167
    1.00   -.467249   3.004634   2.085358   2.963365   1.586892
    1.00  -2.891899   1.130421   2.760576  -3.359608    .517108
    1.00   -.261830    .776497   4.511379   3.274835    .292863
    1.00   1.338806   -.872182  -2.234062  -1.443180  -5.415178
    1.00  -2.108258  -1.030597   1.553582   -.389972   1.057758
    1.00   1.253585   2.546039   1.877126   1.404723    .708725
    1.00  -4.543215   1.339039  -2.850057   2.159495    .239583
    1.00   -.944585   4.672676  -6.384048   -.055539  -2.925185
    1.00 -10.481919  -2.334310  -3.064491  -1.428325   -.203613
    1.00   4.630136   4.280283  -1.288352   4.293613   -.192022
    1.00   2.186701   4.471591   1.482591    .886779   3.803864
    1.00  -1.143851   4.732294  -1.361267   -.129692   1.418235
    1.00   4.827445   -.907547   1.939714   -.664046    .987697
    1.00   3.001569  -4.227750  -1.326416  -1.917688   4.356425
    1.00   1.711563  -1.805923   1.545024  -1.445692  -1.210475
    1.00   4.071652  -1.427089  -1.122369  -2.267617  -1.828608
    1.00    .083877  -2.651772    .912156   1.945448   3.218590
    1.00   5.574793   2.189813   4.100516   2.804100    .275317
    1.00   1.558819   2.171996   2.920167   4.345321   5.303580
    1.00   1.654679   5.103609   -.340892  -2.065574  -4.006570
    1.00  -3.251606  -1.167610   1.876834   1.879751    .138690
    1.00   4.082916   2.359830   -.003391   -.131847   -.551911
    1.00   1.496400   -.226370   3.032902   2.313785    .289820
    1.00   2.033498   3.067606   6.263127  -4.621191   -.755623
    1.00   2.369085   2.556690    .965324  -4.135833   3.415515
    1.00   1.978935   5.408447   6.055071   4.089814   1.161534
    1.00   3.643901   2.008983   2.607952  -1.655641    .399983
    1.00    .293240    .431821   3.297024  -1.823903   -.116063
    1.00   -.909912   5.049808   3.854859  -1.172403   2.293837
    1.00    .625305    .033188   2.248073    .388971   1.523622
    1.00  -6.153647  -1.873290    .740142   -.720272  -1.562984
    1.00    .095758   5.330900   2.161349   1.970760    .920937
    1.00    .048172  -1.019904   -.898850    .644718   1.914740
    1.00  -2.535290    .840687   1.887067  -2.494738  -2.529832
    1.00  -1.670640  -3.793331   -.349585  -3.757262  -1.899739
    1.00    .206778    .212415   -.812568    .073541  -1.704582
    1.00   4.882686  -4.534360  -4.702556   -.424401  -3.014126
    1.00  -2.619203  -5.383868   3.390996  -1.639033   3.576870
    1.00  -2.373710  -6.707951  -2.948465  -5.047424  -4.029109
    1.00  -1.024696  -2.418915   -.199305  -1.818476   4.237918
    1.00  -4.193438  -1.020792  -1.358303  -2.035146  -1.079321
    1.00   -.079093  -3.437799    .147024  -1.823293  -2.154476
    1.00  -2.720340   -.611505  -2.465260   -.706150    .327556
    1.00   3.402337   2.627901   4.011904  -3.393559    .690725
    1.00   3.236274  -2.328856  -4.414239  -3.593296  -2.890642
