2.979620956	1.824045262	4.819362172	8.553998569
2.32420092	1.161124996	4.401855435	6.795258958
2.756693686	2.434981098	4.654752091	7.779232856
1.392743328	1.701724315	4.454830365	8.319985142
3.12349661	2.588163774	5.34187839	7.752405057
2.197794572	0.993427375	5.023696905	7.076121355
3.235938335	1.693565433	4.205178399	7.5253712
3.547021919	3.329866285	4.211023596	6.842289737
3.295588448	1.670111644	5.07648141	6.805782667
2.060475133	2.273512667	4.881794509	6.454238418
3.178109206	1.982306939	4.554804357	7.14939451
4.374569191	2.029740685	4.367332426	7.22165596
1.763676665	1.992144578	4.112039471	5.93349686
3.364650451	1.957968742	4.389633746	5.254964143
3.345940674	2.333641969	5.131402228	6.878238402
2.914002049	1.290221669	3.818135228	6.696867907
3.462382389	1.859535169	3.964058721	7.335525987
2.942406246	1.57199153	4.072660485	8.355827309
2.016142065	2.648161319	4.462708699	6.597281382
3.118466374	2.233621778	5.117208749	8.020793576
1.97429084	2.791184964	3.777727056	5.892063978
2.574943226	1.915687234	4.003790275	8.005645542
2.343887086	1.818536243	4.153207547	7.753534912
1.956959031	1.83620969	4.065952716	5.830736227
1.238584728	1.570705524	3.066923061	5.574183088
2.231700059	2.015431903	3.530237958	5.41117076
3.565338267	3.20051014	4.010243071	5.849748248
2.164244158	2.047806799	4.910779424	6.460523212
1.62171242	1.807243677	3.788052006	6.149019829
2.476909106	1.658478189	3.937127569	6.269054374
2.116779855	0.689685761	4.591533111	6.741634367
1.451065953	1.681082239	3.745154182	7.215523448
2.686582809	3.169729554	3.933894983	7.2296891
2.224360638	1.838269274	4.647393716	6.910617477
2.749425448	2.452824746	4.516965811	7.84107235
2.377777488	1.495473753	4.408972488	5.423824926
1.587202379	1.311720294	4.180277551	8.307233955
2.453604773	1.455677138	4.258482074	6.886168093
2.753895242	1.069749191	3.894195315	7.401253571
1.806971415	1.566040007	4.533019099	7.105365694
2.017416569	2.937519425	3.623238642	6.804731478
2.987550678	2.317053812	4.988113032	7.955557571
2.932746288	1.905729238	4.021165712	5.650394709
1.232540624	1.225552432	3.830795809	7.571924513
4.247308124	2.728817277	3.919472681	6.524154263
3.128246221	2.688743175	4.595064698	6.495823815
4.363412236	3.113233526	4.178954635	5.992754627
2.594300981	1.50527085	4.788554878	5.703830959
4.923620845	1.439374242	5.398460355	6.404625547
3.345739345	1.713542976	4.028832986	5.314556184
3.252216937	0.799040614	4.346337841	7.432423216
1.950734707	1.917178006	3.840638235	6.919420099
1.220389427	1.813556095	4.182462046	5.816288465
3.329581639	2.244479342	4.680940383	6.776197105
4.050467134	2.048535143	4.302232155	5.944350262
3.722021302	1.435370677	5.553034095	7.747144613
2.435385949	2.913864037	4.303363526	8.110884408
2.776179142	2.407533798	3.920881611	5.740811643
2.328123573	2.711397374	4.034593238	6.897833415
4.569496408	2.053729441	4.692823069	7.203544925
2.979442631	0.966430928	4.56490099	5.953183656
2.724408789	1.157224422	4.049013881	7.348453214
3.097943039	2.060959621	4.105486893	6.727464691
1.846068827	2.470569322	3.472451528	7.724649985
1.241824621	1.423154363	5.242794453	6.148972895
1.706828903	2.400427603	3.359309599	6.165604197
3.19265469	1.054248202	5.928917571	7.260503547
3.310035997	2.832306259	5.456950105	7.416456973
4.033091021	2.157476547	4.710995376	6.003909929
1.713214691	1.60796375	4.273194541	6.944519661
2.218524907	2.539104901	4.411136009	6.694804616
3.79038545	2.414386141	5.566483262	7.641240749
4.129295729	1.072552145	5.947743017	8.402815568
4.018570511	1.446429309	4.618255728	6.952187775
1.821959328	2.365604116	5.41172172	8.178108246
3.114241912	2.862656135	4.319238293	7.192165872
3.04432735	2.649322784	4.58490688	6.877416542
2.958951307	1.273877643	4.368959981	7.993068416
2.002731818	1.881488132	3.944827025	6.400885346
2.129458434	1.586520572	5.265287807	7.235913078
1.982372111	1.177690569	3.957888633	5.701426944
3.094878513	2.57558579	4.160485409	6.907786848
2.890810853	1.83720059	3.860600635	6.044305669
1.350618418	1.101524894	3.233511125	6.790891738
2.066778104	1.777537147	3.40450082	5.912492385
3.337095628	1.24821096	5.063817263	6.990508476
3.276185286	2.599020292	4.26858655	5.162848463
3.100966471	2.107580374	3.859378222	7.416337003
1.544118289	1.887423523	3.946236113	7.494733113
2.151840617	2.022832324	3.592225618	5.455151844
4.394139017	3.571094509	4.462169384	8.187143467
3.862341643	2.282308616	4.432961045	7.024385688
3.418100498	1.227330501	4.831100923	6.758498757
2.329436513	2.60741421	3.403970794	7.082984644
2.622503659	2.491027074	3.119664734	7.599197468
3.245314488	2.187801268	4.41923884	6.686180774
2.067055015	2.822268558	3.341959421	6.428444275
1.942204641	1.897753794	4.54855203	6.714954309
2.269695561	2.013993271	4.477634773	4.983168875
2.260042686	2.356164335	4.320182644	6.893591115
3.083732335	2.166744263	5.192030292	6.43873717
1.778329331	1.049809332	2.795769271	6.81481551
4.146253498	2.340559063	4.783478811	8.081384947
2.578627348	1.985824636	4.746273175	6.680611545
3.123959441	2.316552471	3.483990791	7.708527657
2.519833602	2.962596438	4.183076812	5.678139677
2.187826332	2.129177375	3.581308753	5.069959123
1.826356592	1.263555796	4.51947639	8.256748334
2.065770819	1.29944022	4.305764064	7.667119942
2.970001217	2.494112061	3.94236795	6.251359191
3.30904244	1.427448668	5.283990765	7.418107705
2.458862101	1.176946567	3.561002621	5.440194889
2.534423905	1.797398802	4.677083065	5.800374347
1.11608082	1.943671217	4.030195819	6.563233249
2.414264067	2.23267451	4.842724854	8.734737149
2.268891373	1.491769007	4.832455681	5.877965463
2.28802014	1.418277105	4.177923459	6.928121037
3.093735448	1.823949683	4.145164868	7.757147168
4.012321503	1.726941712	4.513442232	7.023838573
1.466740478	1.39448519	3.991762575	5.735343236
1.987428927	2.194505666	3.907114609	7.593443447
