          1    .081987   -.287225  -2.033206  -2.032697   1.418202    .513686          1
          2   -.928530  -2.196663   3.377093    .525700   1.540415    .420246          1
          3   -.884323  -7.290047   -.425843  -1.776992  -2.493705   -.259916          1
          4    .901712   -.411791  -2.056783   1.971860  -5.170934    .994531          1
          5  -2.199115   -.326509  -2.277330  -1.955370   -.591493  -1.027715          1
          6    .000974   3.046932    .469873   -.927001   -.266280  -3.880203          2
          7  -1.448368   -.911395   1.312358   1.142734   2.387918  -3.926418          2
          8   3.147328   -.645014  -1.755353   2.741823  -2.086268  -3.617073          2
          9  -1.142959   1.521962   5.538193   1.622498  -1.121321    .556329          2
         10   -.583556    .807887    .247042   2.157489   2.560799   -.195543          2
         11    .988131  -3.033044  -2.415225   2.031913  -1.991634   1.838311          3
         12   -.314220  -2.782002  -1.164223  -2.726351   -.989927    .417346          3
         13    .718853  -1.873886   2.292519   1.738396  -1.598644   3.311451          3
         14  -3.070370  -1.316370  -4.505105  -3.938562  -3.709361  -4.262984          3
         15  -3.113187  -5.079270   -.883954  -3.648518  -2.726275  -1.132361          3
         16  -1.966250  -2.872406  -3.580943   -.786883   -.811997   -.588246          4
         17    .097663   6.253131   2.425035  -1.458226   -.139508  -2.378308          4
         18   1.089721  -3.645231   1.171916    .256497    .564033    .185990          4
         19  -2.151674    .114599   2.910457    .795867   1.790017  -1.336929          4
         20   1.202277   4.550949   2.031585   1.239666  -2.026269  -5.172100          4
         21   2.651947  -3.387908   1.446050   2.927707   1.463355   2.421426          5
         22   3.166091   -.928854   2.372606  -2.645896    .897037  -1.445417          5
         23  -1.670764  -3.075777   -.227925  -7.043145  -1.132154  -3.612025          5
         24  -2.968997  -2.040373   -.688154  -2.878942   -.678646  -2.869246          5
         25   -.374402  -2.314992   2.686056  -4.323697   -.664739   1.675462          5
         26  -3.023951  -1.655949   1.662797  -1.710075   3.570478   2.454971          6
         27   1.499177   4.703083   1.807831   2.870199  -3.491988  -2.902829          6
         28    .851943   2.282492   3.312358  -2.560573   -.482997    .061676          6
         29  -2.513110  -3.022285  -3.287782   -.451742   -.245688  -1.444570          6
         30   1.762779   -.106958  -2.093629   3.404222   -.731709   -.558177          6
         31   1.342797  -4.124517   2.380094  -4.169090  -3.675145  -1.595546          7
         32  -3.155143  -1.428545   -.038670  -4.223696  -3.403053   -.927233          7
         33  -2.832592  -5.577117   -.999459  -1.551155  -6.794678   -.190082          7
         34   3.813659   4.528483   2.570160   -.929173   3.038243  -1.533255          7
         35  -4.391300    .571495   -.506834  -3.141680  -2.586490  -4.576033          7
         36   3.679540   2.609852  -2.843438    .218789    .866143   1.422491          8
         37  -2.763005   -.255928  -4.844464   -.669044  -3.226926  -2.437326          8
         38  -1.085564   -.823362   1.726159   4.791765    .873164   3.873350          8
         39    .130872   -.338813    .464984    .582936   1.231469   -.588275          8
         40  -2.154064  -3.893688   2.820530   -.822872  -2.492844   -.676960          8
         41    .554734   -.641632  -2.328202   1.901913   2.191672  -3.098708          9
         42    .410830   1.804060   -.484176   3.133125   3.670613   2.980377          9
         43  -2.599053   -.252984   2.052814  -2.588642   1.322109   1.322851          9
         44  -3.195277  -3.705419   1.333258   1.432793   -.779335   2.175661          9
         45   2.751480   1.820790    .137263   1.426926   3.116683    .616086          9
         46   3.055530  -2.549032   -.634769  -1.835561  -3.700099  -2.847059         10
         47   2.019598   3.429019  -1.149454    .181176  -1.061554   1.229282         10
         48   3.169743   1.987460  -2.108911    .247373   2.019422  -1.671529         10
         49    .689341   1.014298  -1.890009   -.425527  -2.281737  -3.502908         10
         50   2.787638   2.913243    .612212   1.517246   2.088201   -.797835         10
         51   -.172369   -.579355   -.744354   -.094218  -1.887651   -.683976         11
         52   1.243135  -4.682536  -4.768410    .583851  -3.180214    .249128         11
         53  -1.463312   -.624718   1.193945  -4.097508  -2.383263  -3.579248         11
         54    .020553   2.861258   1.079681   2.390639  -1.278777   -.383072         11
         55   2.982328   2.918775  -1.803346   -.401526  -4.928561  -2.919760         11
         56  -1.016998   2.433683    .446109  -1.681571   -.875456    .223665         12
         57   3.279916    .813544  -2.156948   -.987513   -.120436   -.637253         12
         58   -.455382   3.397545    .689591   2.467435   -.679900   2.559420         12
         59    .098534   -.144874  -2.712254   2.877436  -3.080496    .502973         12
         60   -.315965   1.865886   -.700657  -7.112476   -.763053  -3.764279         12
         61  -1.624274   -.590519   2.594788    .198521   2.547225   1.632599         13
         62   3.997937   2.451574   5.429270   4.868197   1.015946   -.847346         13
         63  -1.582643   -.400054  -1.124963   2.391620  -1.315345   5.639719         13
         64   1.120324   4.835743   1.437010   3.490746  -1.966777   2.724797         13
         65   1.429888  -3.840801   1.993119  -1.445162    .011786  -4.158845         13
         66  -4.695970  -2.070480   2.387893   2.322035    .227370  -2.658333         14
         67  -2.353242  -3.484603   5.095120   5.069730   -.107466  -1.794997         14
         68  -3.569607  -2.326449    .138628  -1.061345    .207092  -2.100090         14
         69  -1.230746  -3.636906   -.202331   1.974055   1.789091   2.387875         14
         70  -3.657509   -.425935  -1.261529    .237776   4.556082   3.338675         14
         71   4.304714   3.477278    .408396   5.095075    .138364   4.242256         15
         72   2.667194  -7.818531   -.653122   2.375397   1.557868    .834417         15
         73   -.369534    .159944   2.469658   2.450018  -1.659990  -2.813104         15
         74  -3.118530  -2.604881  -4.864687   2.464050   -.736235  -4.254378         15
         75   2.231332    .797198   2.146413   2.802952  -3.856545   -.534505         15
         76   2.569776   1.621046   7.048764   6.972978   -.109424  -2.311297         16
         77   2.481847   3.556375   3.412306   4.061086  -2.870411   1.417760         16
         78    .835132   4.272763   5.451718   7.122768   5.509224    .211464         16
         79  -2.310441    .221454  -1.113462   1.458954  -1.435455   -.179766         16
         80   -.007344   1.220347   1.095780   2.046081   3.544418    .711134         16
         81   2.022547   2.779557   3.375133   2.477901   5.104533   5.260799         17
         82   -.166639    .830423   2.099018   2.755524  -4.790034   6.502891         17
         83    .451334  -3.576894   3.479464   3.046320   2.311982   7.707693         17
